m iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880591,# Direct Submission,,
AMT77018.1,,Bradyrhizobium iriomotense,"# Rhem,M.F.K., Silva,V.C., dos Santos,J.M.F., dos Santos,H.R.M. and # Gross,E.",,Mariana F.K. Rhem,,Brazil,06-APR-2016,"Bradyrhizobium iriomotense strain BRUESC655 nitrogenase reductase (nifH) gene, partial cds.",Bradyrhizobium iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880592,# Direct Submission,,
AMT81217.1,,uncultured nitrogen-fixing,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS1,,,,26-JUN-2016,"Uncultured nitrogen-fixing bacterium clone NF_UBGSS1 dinitrogenase reductase (nifH) gene, partial cds.",uncultured nitrogen-fixing bacterium,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350543,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81218.1,,uncultured nitrogen-fixing,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS2,,,,26-JUN-2016,"Uncultured nitrogen-fixing bacterium clone NF_UBGSS2 dinitrogenase reductase (nifH) gene, partial cds.",uncultured nitrogen-fixing bacterium,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350544,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81219.1,,uncultured Methylocystis,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS3,,,,26-JUN-2016,"Uncultured Methylocystis sp. clone NF_UBGSS3 dinitrogenase reductase (nifH) gene, partial cds.",uncultured Methylocystis sp.,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350545,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81220.1,,uncultured Azoarcus,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS4,,,,26-JUN-2016,"Uncultured Azoarcus sp. clone NF_UBGSS4 dinitrogenase reductase (nifH) gene, partial cds.",uncultured Azoarcus sp.,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350546,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81221.1,,uncultured Bradyrhizobium,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS5,,,,26-JUN-2016,"Uncultured Bradyrhizobium sp. clone NF_UBGSS5 dinitrogenase reductase (nifH) gene, partial cds.",uncultured Bradyrhizobium sp.,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350547,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81222.1,,uncultured nitrogen-fixing,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS6,,,,26-JUN-2016,"Uncultured nitrogen-fixing bacterium clone NF_UBGSS6 dinitrogenase reductase (nifH) gene, partial cds.",uncultured nitrogen-fixing bacterium,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350548,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81223.1,,uncultured Raoultella,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS7,,,,26-JUN-2016,"Uncultured Raoultella sp. clone NF_UBGSS7 dinitrogenase reductase (nifH) gene, partial cds.",uncultured Raoultella sp.,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350549,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81224.1,,uncultured Azoarcus,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS8,,,,26-JUN-2016,"Uncultured Azoarcus sp. clone NF_UBGSS8 dinitrogenase reductase (nifH) gene, partial cds.",uncultured Azoarcus sp.,nifH,,pristine sugarcane bagasse,,genomic DNA,,1..252 KR350550,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81225.1,,uncultured Methylocystis,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS9,,,,26-JUN-2016,"Uncultured Methylocystis sp. clone NF_UBGSS9 dinitrogenase reductase (nifH) gene, partial cds.",uncultured Methylocystis sp.,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350551,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81226.1,,uncultured gamma,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS10,,,,26-JUN-2016,"Uncultured gamma proteobacterium clone NF_UBGSS10 dinitrogenase reductase (nifH) gene, partial cds.",uncultured gamma proteobacterium,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350552,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81227.1,,uncultured nitrogen-fixing,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS11,,,,26-JUN-2016,"Uncultured nitrogen-fixing bacterium clone NF_UBGSS11 dinitrogenase reductase (nifH) gene, partial cds.",uncultured nitrogen-fixing bacterium,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350553,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMT81228.1,,uncultured nitrogen-fixing,"# Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M. # Radwan,S., Sorkhoh,N., Dashti,N., Ali,N., Al-Awadhi,H. and # Khanafer,M.",NF_UBGSS12,,,,26-JUN-2016,"Uncultured nitrogen-fixing bacterium clone NF_UBGSS12 dinitrogenase reductase (nifH) gene, partial cds.",uncultured nitrogen-fixing bacterium,nifH,,pristine sugarcane bagasse,,genomic DNA,,KR350554,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV70537.1,,Desulfuromonas sp.,"# Badalamenti,J.P. and Bond,D.R. # Badalamenti,J.P. and Bond,D.R.",,,2014-02-19,"USA: Soudan, MN",05-APR-2016,"Desulfuromonas sp. DDH964, complete genome.",Desulfuromonas sp. DDH964,nifH,,terrestrial subsurface brine,47.82333 N 92.23721999999998 W,genomic DNA,,138979..139740 CP015080,# A little goes a long way: Capturing complete genomes from a deep subsurface metagenome with long reads # Direct Submission,,
AMV75363.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN1,,,,17-MAR-2017,"Uncultured bacterium clone NF_TCRN1 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947039,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75364.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN2,,,,17-MAR-2017,"Uncultured bacterium clone NF_TCRN2 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947040,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75365.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN3,,,,17-MAR-2017,"Uncultured bacterium clone NF_TCRN3 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947041,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75366.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN4,,,,17-MAR-2017,"Uncultured bacterium clone NF_TCRN4 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947042,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75367.1,,uncultured Bradyrhizobium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN6,,,,17-MAR-2017,"Uncultured Bradyrhizobium sp. clone NF_TCRN6 nitrogenase reductase (nifH) gene, partial cds.",uncultured Bradyrhizobium sp.,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947043,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75368.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN7,,,,17-MAR-2017,"Uncultured bacterium clone NF_TCRN7 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947044,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75369.1,,uncultured Raoultella,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN8,,,,17-MAR-2017,"Uncultured Raoultella sp. clone NF_TCRN8 nitrogenase reductase (nifH) gene, partial cds.",uncultured Raoultella sp.,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947045,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75370.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN9,,,,17-MAR-2017,"Uncultured bacterium clone NF_TCRN9 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947046,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75371.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN1,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN1 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947047,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75372.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NFUCRN6,,,,17-MAR-2017,"Uncultured bacterium clone NFUCRN6 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947048,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75373.1,,uncultured Raoultella,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN7,,,,17-MAR-2017,"Uncultured Raoultella sp. clone NF_UCRN7 nitrogenase reductase (nifH) gene, partial cds.",uncultured Raoultella sp.,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947049,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75374.1,,uncultured Bradyrhizobium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN9,,,,17-MAR-2017,"Uncultured Bradyrhizobium sp. clone NF_UCRN9 nitrogenase reductase (nifH) gene, partial cds.",uncultured Bradyrhizobium sp.,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947050,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75375.1,,uncultured Bradyrhizobium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN10,,,,17-MAR-2017,"Uncultured Bradyrhizobium sp. clone NF_UCRN10 nitrogenase reductase (nifH) gene, partial cds.",uncultured Bradyrhizobium sp.,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947051,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75376.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN11,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN11 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947052,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75377.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN13,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN13 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947053,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75378.1,,uncultured Methylocystis,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN14,,,,17-MAR-2017,"Uncultured Methylocystis sp. clone NF_UCRN14 nitrogenase reductase (nifH) gene, partial cds.",uncultured Methylocystis sp.,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947054,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75379.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN15,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN15 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947055,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75380.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN16,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN16 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947056,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75381.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN17,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN17 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947057,# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75382.1,,uncultured Raoultella,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_TCRN5,,,,17-MAR-2017,"Uncultured Raoultella sp. clone NF_TCRN5 nitrogenase reductase (nifH) gene, partial cds.",uncultured Raoultella sp.,nifH,,oily corn cob,,genomic DNA,nitrogen fixation,KU947058 complement(1..207),# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75383.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN2,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN2 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947059 complement(1..273),# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75384.1,,uncultured bacterium,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN3,,,,17-MAR-2017,"Uncultured bacterium clone NF_UCRN3 nitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947060 complement(1..300),# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
AMV75385.1,,uncultured Azoarcus,"# Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S. # Dashti,N., Ali,N., Al-Awadhi,H., Khanafer,M. and Radwan,S.",NF_UCRN4,,,,17-MAR-2017,"Uncultured Azoarcus sp. clone NF_UCRN4 nitrogenase reductase (nifH) gene, partial cds.",uncultured Azoarcus sp.,nifH,,pristine corn cob,,genomic DNA,nitrogen fixation,KU947061 complement(1..264),# Hydrocarbon degradation and heavy metal resistance potential of microorganisms associated with lignified natural products used as sorbents of spilled oil # Direct Submission,,
