	GenomeID	GTDB_Tax	NCBI_Tax	nifH	EV_nifH	bitscore_nifH	nifD	EV_nifD	bitscore_nifD	nifK	EV_nifK	bitscore_nifK	vnfH	EV_vnfH	bitscore_vnfH	vnfD	EV_vnfD	bitscore_vnfD	vnfK	EV_vnfK	bitscore_vnfK	anfH	EV_anfH	bitscore_anfH	anfD	EV_anfD	bitscore_anfD	anfK	EV_anfK	bitscore_anfK	nflD	EV_nflD	bitscore_nflD	nflH	EV_nflH	bitscore_nflH	ChlN	EV_ChlN	bitscore_ChlN	ChIl	EV_ChIl	bitscore_ChIl	ChlB	EV_ChlB	bitscore_ChlB
45	RS_GCF_003351865.1	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus sp003351865	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;x__Methanococcales incertae sedis;g__Methanofervidicoccus;x__unclassified Methanofervidicoccus;s__Methanofervidicoccus sp. A16	NZ_CP022242.1_161	1.1999999999999999e-54	181.8	NZ_CP022242.1_320	6.9e-166	549.0	NZ_CP022242.1_319	2.3e-155	513.9																			NZ_CP022242.1_1138	1.4999999999999998e-147	487.4	NZ_CP022242.1_655	1.7000000000000001e-134	445.9									
46	GB_GCA_016938595.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum sp016938595	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;x__unclassified Campylobacterales;s__Campylobacterales bacterium	JAFGUJ010000132.1_6	4.7e-87	288.7	JAFGUJ010000089.1_1	3.0000000000000003e-107	356.2	JAFGUJ010000019.1_1	4.4e-89	296.0																																	
47	RS_GCF_001687335.1	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__Dissulfuribacteraceae;g__Dissulfuribacter;s__Dissulfuribacter thermophilus	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;x__Deltaproteobacteria incertae sedis;g__Dissulfuribacter;s__Dissulfuribacter thermophilus	NZ_MAGO01000003.1_203	4.4e-95	315.3	NZ_MAGO01000009.1_86	3.4e-220	729.0	NZ_MAGO01000009.1_87	1.6e-204	676.8																																	
48	GB_GCA_015233725.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium;s__Magnetobacterium sp015233725	d__Bacteria;p__Nitrospirae;x__unclassified Nitrospirae;s__Nitrospirae bacterium	JADFXD010000052.1_7	1.1999999999999999e-92	307.6	JADFXD010000012.1_35	9.099999999999999e-217	718.0	JADFXD010000012.1_34	3.3e-194	643.1																																	
49	GB_GCA_015232935.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfamplus;s__Desulfamplus sp015232935	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfamplus;x__unclassified Desulfamplus;s__Desulfamplus sp.	JADFYT010000002.1_16	4.4e-91	302.3	JADFYT010000327.1_1	7.5e-211	698.3	JADFYT010000327.1_2	2.7e-175	580.6																																	
50	GB_GCA_017461315.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAFTYR01;s__JAFTYR01 sp017461315	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;x__unclassified Burkholderiaceae;s__Burkholderiaceae bacterium	JAFTYR010000044.1_21	1.7000000000000002e-81	270.0	JAFTYR010000072.1_37	7.3e-38	126.9	JAFTYR010000072.1_36	3.6e-10	35.4																																	
51	GB_GCA_903838025.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903838025	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAILXB010000139.1_2	1.2999999999999996e-90	300.8	CAILXB010000233.1_2	3.1e-219	725.9	CAILXB010000297.1_1	1e-142	473.1																									CAILXB010000328.1_3	2.4e-161	534.5	CAILXB010000328.1_5	5e-118	390.7	CAILXB010000328.1_4	2.3e-195	647.4
52	GB_GCA_015057865.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp015057865	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	SVDH01000010.1_53	4.2e-96	318.4	SVDH01000025.1_10	8.3e-103	341.4	SVDH01000025.1_11	1.6e-88	294.0																																	
53	GB_GCA_009787645.1	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibromonas;s__Fibromonas sp009787645	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibromonadales;x__unclassified Fibromonadales;s__Fibromonadales bacterium	WQSZ01000047.1_7	6.099999999999999e-83	275.2	WQSZ01000060.1_5	6.7999999999999995e-205	678.3	WQSZ01000060.1_6	2.9e-187	619.6																																	
54	GB_GCA_002392275.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002392275	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	DGGQ01000010.1_24	1.1e-87	290.9	DGGQ01000104.1_5	2.9e-137	455.3	DGGQ01000084.1_11	1.2e-110	367.2																																	
55	GB_GCA_017465475.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG307;s__SIG307 sp017465475	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	JAFTWC010000037.1_17	8.7e-100	331.0	JAFTWC010000003.1_87	7.7e-58	193.6	JAFTWC010000003.1_86	5e-59	197.4																																	
56	RS_GCF_000015125.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium phaeobacteroides	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__Chlorobium/Pelodictyon group;g__Chlorobium;s__Chlorobium phaeobacteroides;x__Chlorobium phaeobacteroides DSM 266	NC_008639.1_2220	1.7e-91	303.8	NC_008639.1_769	3.2e-222	736.0	NC_008639.1_768	4.700000000000001e-201	665.6																									NC_008639.1_2530	3.2e-161	534.3	NC_008639.1_2528	3.7e-118	391.4	NC_008639.1_2529	3e-190	630.6
57	GB_GCA_903937835.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903937835	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAJAAV010000003.1_10	2.2e-90	300.2	CAJAAV010000278.1_13	1.2e-216	717.7	CAJAAV010000278.1_14	1.4e-198	657.6																									CAJAAV010000136.1_4	1.5e-163	542.0	CAJAAV010000136.1_6	1.9e-118	392.4	CAJAAV010000136.1_5	7.6e-193	639.3
58	RS_GCF_017875395.1	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus voltae_C	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus voltae	NZ_JAGGMO010000002.1_235	1.9e-45	151.8	NZ_JAGGMO010000006.1_11	1.5e-48	162.3	NZ_JAGGMO010000006.1_12	6.2e-64	212.8																			NZ_JAGGMO010000003.1_39	2.8000000000000003e-133	440.8	NZ_JAGGMO010000006.1_28	4.700000000000001e-130	431.6									
59	RS_GCF_007904085.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Rubidibacteraceae;g__Halothece;s__Halothece natronophila	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Chroococcales;f__Aphanothecaceae;x__Halothece cluster;g__Euhalothece;s__Euhalothece natronophila;x__Euhalothece natronophila Z-M001	NZ_CP042330.1_16	2.3e-76	254.4	NZ_CP042326.1_424	1.5e-213	707.6	NZ_CP042326.1_425	3.4e-191	633.4																									NZ_CP042326.1_2641	5.8e-181	599.6	NZ_CP042326.1_2642	1.3e-129	429.2	NZ_CP042326.1_2449	1.8000000000000003e-214	710.9
60	GB_GCA_903928225.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903928225	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIYPU010000089.1_22	3.2e-92	305.9	CAIYPU010000037.1_7	1.1e-222	737.2	CAIYPU010000010.1_1	9.6e-201	664.4																									CAIYPU010000139.1_3	7.5e-160	529.5	CAIYPU010000039.1_1	8.099999999999998e-91	301.4	CAIYPU010000139.1_4	2.4e-97	323.7
61	GB_GCA_018903255.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium sp018903255	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__unclassified Firmicutes sensu stricto;s__Firmicutes bacterium	JAHIQT010000132.1_6	1.2e-22	77.7	JAHIQT010000088.1_3	6.800000000000001e-210	695.3	JAHIQT010000088.1_2	3e-193	639.9																																	
62	GB_GCA_903929135.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp903929135	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;x__environmental samples;s__uncultured Chlorobiales bacterium	CAIYTH010000013.1_146	6.9e-92	304.5	CAIYTH010000014.1_115	8.7e-220	727.4	CAIYTH010000014.1_114	2.6e-204	675.8																									CAIYTH010000013.1_21	1.3e-158	525.1	CAIYTH010000013.1_23	1e-115	382.8	CAIYTH010000013.1_22	2.2e-196	650.3
63	RS_GCF_000204415.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;x__unclassified Methanosarcinales;s__Methanosarcinales archaeon Methan_04	NC_015416.1_1869	7.6e-31	104.7	NC_015416.1_541	2.0999999999999998e-206	683.9	NC_015416.1_542	1.8e-177	587.9																			NC_015416.1_1681	1.8e-163	541.0	NC_015416.1_538	2.4e-137	456.6									
64	GB_GCA_002449335.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp002449335	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinatimonas;x__unclassified Succinatimonas;s__Succinatimonas sp. UBA6849	DKDL01000067.1_3	9.8e-94	310.8	DKDL01000108.1_19	6.3e-131	434.4	DKDL01000108.1_20	1.6e-110	366.8																																	
65	RS_GCF_900143205.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei;x__Butyrivibrio hungatei DSM 14810	NZ_FRDH01000009.1_63	7e-96	318.3	NZ_FRDH01000004.1_114	9.8e-108	358.4	NZ_FRDH01000004.1_113	1.3e-98	328.0																																	
66	GB_GCA_013334925.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp013334925	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXWP010000014.1_37	4.9e-93	308.7	JAAXWP010000005.1_23	1.1e-222	737.3	JAAXWP010000005.1_22	1.8e-198	657.0										JAAXWP010000011.1_16	2.1e-168	555.8	JAAXWP010000011.1_19	0.0	1122.1	JAAXWP010000011.1_21	2.2e-289	957.0							JAAXWP010000001.1_157	6.5e-160	529.8	JAAXWP010000001.1_159	1.9e-117	388.9	JAAXWP010000001.1_158	2.1e-191	634.3
67	GB_GCA_013334565.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp013334565	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXXI010000024.1_5	2.9e-92	305.9	JAAXXI010000006.1_49	1.1e-222	737.1	JAAXXI010000006.1_50	2.1e-199	659.8																									JAAXXI010000038.1_10	5.5999999999999997e-160	529.8	JAAXXI010000038.1_8	1.7000000000000004e-118	392.1	JAAXXI010000038.1_9	1.7e-193	640.9
68	GB_GCA_013334655.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp013334655	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;x__unclassified Chlorobaculum;s__Chlorobaculum sp.	JAAXXD010000098.1_3	5.9999999999999996e-92	305.0	JAAXXD010000039.1_18	3.8e-150	497.9	JAAXXD010000039.1_19	1.2e-199	660.7																									JAAXXD010000043.1_3	5.3e-162	536.5	JAAXXD010000043.1_1	4.1e-117	387.6	JAAXXD010000043.1_2	1.4e-197	654.6
69	GB_GCA_903869365.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903869365	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIPYV010000084.1_8	1.8e-89	297.1	CAIPYV010000127.1_36	5.1e-218	722.1	CAIPYV010000127.1_37	6.3e-198	655.3																									CAIPYV010000135.1_27	4e-161	533.9	CAIPYV010000135.1_29	5.1e-119	394.2	CAIPYV010000135.1_28	2.7999999999999998e-191	634.0
70	GB_GCA_903866255.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903866255	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIPMW010000045.1_22	3.9e-91	302.6	CAIPMW010000065.1_7	9.400000000000001e-218	721.2	CAIPMW010000065.1_6	8.2e-202	668.1																									CAIPMW010000080.1_11	3.2e-161	534.2	CAIPMW010000080.1_9	1.8e-118	392.4	CAIPMW010000080.1_10	6.7999999999999985e-192	636.0
71	GB_GCA_005843825.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp005843825	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	SZXX01000011.1_6	1.2999999999999996e-90	300.7	SZXX01000015.1_82	6.3e-216	715.0	SZXX01000015.1_81	1.6e-199	660.4																									SZXX01000006.1_29	2.2e-160	531.3	SZXX01000006.1_31	5.6e-119	393.8	SZXX01000006.1_30	8.199999999999999e-191	632.3
72	GB_GCA_903851535.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903851535	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAINOO010000017.1_3	1.1e-90	300.9	CAINOO010000270.1_3	2e-151	502.2	CAINOO010000270.1_4	2.2e-198	656.6																									CAINOO010000284.1_4	3e-94	313.2	CAINOO010000284.1_2	2.9000000000000002e-118	391.5	CAINOO010000284.1_3	6.4e-195	645.8
73	GB_GCA_903843305.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903843305	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIMPI010000016.1_185	1.2999999999999996e-90	300.7	CAIMPI010000015.1_138	3e-218	722.7	CAIMPI010000015.1_139	3.8e-201	665.7										CAIMPI010000031.1_87	6.5e-170	560.7	CAIMPI010000031.1_90	0.0	1134.5	CAIMPI010000031.1_92	9.999999999999999e-291	961.3							CAIMPI010000016.1_95	9.6e-163	539.1	CAIMPI010000016.1_97	2.3e-119	395.1	CAIMPI010000016.1_96	1.3e-191	635.0
74	GB_GCA_003157715.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__Bog-752 sp003157715	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;x__unclassified Actinomycetia;s__Actinobacteria bacterium	PMKK01000179.1_2	1.6e-86	287.7	PMKK01000344.1_7	3.2e-108	360.1	PMKK01000344.1_8	2.3e-96	320.7																																	
75	GB_GCA_005843815.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp005843815	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__Chlorobium/Pelodictyon group;g__Chlorobium;x__unclassified Chlorobium;s__Chlorobium sp.	SZYA01000015.1_4	1.7000000000000001e-65	217.8	SZYA01000046.1_58	3.4000000000000004e-218	722.1	SZYA01000008.1_13	9.5e-195	644.2																									SZYA01000008.1_6	2.4e-163	540.6	SZYA01000008.1_8	5.6e-119	393.5	SZYA01000008.1_7	2.6e-192	636.8
76	GB_GCA_013334865.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp013334865	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXWS010000015.1_10	2.3999999999999998e-92	306.2	JAAXWS010000004.1_87	5.3e-222	734.8	JAAXWS010000004.1_86	1.4e-200	663.7																									JAAXWS010000017.1_36	2e-160	531.2	JAAXWS010000017.1_34	2.3e-117	388.4	JAAXWS010000017.1_35	6e-193	639.2
77	GB_GCA_015233585.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__JADFXL01;s__JADFXL01 sp015233585	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;x__unclassified Alphaproteobacteria;s__Alphaproteobacteria bacterium	JADFXL010000015.1_20	1.1e-63	212.7	JADFXL010000288.1_2	1.5e-225	747.2	JADFXL010000288.1_3	1.5999999999999998e-198	657.5																																	
78	RS_GCF_000294655.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum molischianum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum molischianum;x__Magnetospirillum molischianum DSM 120	NZ_CAHP01000021.1_158	7.9e-103	341.4	NZ_CAHP01000023.1_51	4.2e-222	736.0	NZ_CAHP01000023.1_52	4.7e-204	675.9										NZ_CAHP01000020.1_252	3.2e-175	578.7	NZ_CAHP01000020.1_251	0.0	1126.4	NZ_CAHP01000020.1_249	1.7000000000000002e-290	961.2							NZ_CAHP01000001.1_26	2.6e-211	699.7	NZ_CAHP01000001.1_29	1.3e-138	458.9	NZ_CAHP01000001.1_27	1.5e-262	869.6
79	GB_GCA_017442845.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp017442845	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;x__unclassified Ruminococcus;s__Ruminococcus sp.	JAFRYW010000084.1_12	2e-90	299.8	JAFRYW010000184.1_7	5.2e-140	464.2	JAFRYW010000184.1_8	3.8000000000000003e-119	395.1																																	
80	RS_GCF_000020525.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chloroherpeton;s__Chloroherpeton thalassium;x__Chloroherpeton thalassium ATCC 35110	NC_011026.1_2733	3.3000000000000004e-89	296.3	NC_011026.1_1061	6.3e-213	705.3	NC_011026.1_1060	5.600000000000001e-201	665.3										NC_011026.1_1869	4.1e-172	568.1	NC_011026.1_1872	0.0	1131.6	NC_011026.1_1874	7e-291	962.0							NC_011026.1_1405	1.3e-156	519.0	NC_011026.1_1403	3.5e-115	381.5	NC_011026.1_1404	2.1e-189	627.8
81	GB_GCA_013334755.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp013334755	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXWX010000051.1_8	7.7e-42	140.3	JAAXWX010000028.1_8	1.1e-218	723.8	JAAXWX010000028.1_7	6.3e-200	661.5																									JAAXWX010000026.1_6	6.099999999999999e-160	529.5	JAAXWX010000026.1_4	6.900000000000002e-119	393.3	JAAXWX010000026.1_5	1.8e-195	647.4
82	GB_GCA_903941095.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp903941095	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;x__environmental samples;s__uncultured Rhodospirillaceae bacterium	CAJANN010000366.1_46	2.1e-102	339.9	CAJANN010000168.1_4	8.1e-224	741.5	CAJANN010000168.1_3	6.7e-198	655.5																																	
83	RS_GCF_013340305.1	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__Halodesulfovibrio psychrotolerans	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio psychrotolerans	NZ_BLVP01000043.1_54	1.8e-91	303.9	NZ_BLVP01000002.1_189	2.4e-216	716.8	NZ_BLVP01000002.1_190	3.700000000000001e-201	666.2																																	
84	GB_GCA_013334435.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp013334435	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXXP010000029.1_2	1.8e-91	303.2	JAAXXP010000043.1_6	1.1e-220	730.4	JAAXXP010000043.1_7	2.8e-203	672.4																									JAAXXP010000013.1_27	1e-158	525.4	JAAXXP010000013.1_25	8.2e-118	389.7	JAAXXP010000013.1_26	1.9e-192	637.4
85	GB_GCA_902783605.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902783605	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	CACZRU010000284.1_4	1.5e-94	313.6	CACZRU010000111.1_7	4.5e-10	35.8	CACZRU010000111.1_8	1.6e-37	126.2																																	
86	GB_GCA_003599855.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__BMS3ABIN01;f__BMS3ABIN01;g__SURF-19;s__SURF-19 sp003599855	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;x__unclassified Gaiellales;s__Gaiellales bacterium	QZKG01000029.1_9	6.7e-86	285.1	QZKG01000006.1_36	2e-205	680.3	QZKG01000006.1_35	4.3e-179	592.9																																	
87	GB_GCA_003455595.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__Sulfuriferula;s__Sulfuriferula sp003455595	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__unclassified Betaproteobacteria;s__Betaproteobacteria bacterium	DMQT01000044.1_3	7.299999999999998e-99	328.1	DMQT01000064.1_1	4.1e-13	46.2	DMQT01000064.1_2	3.8999999999999996e-75	250.6																																	
