MiseID	MiseSeq	NFixDBID	NFixDBSeq	PercIdentity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
WP_126398426.1	nifH_T1	JACRJB010000068.1_113	vnfH	92	296	23	0	1	296	1	296	1.6e-183	1413
WP_126537809.1	nifH_T1	CAJATU010000063.1_25	vnfH	90	298	29	0	1	298	1	298	3.79e-177	1367
WP_126996253.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	92	301	24	1	1	300	1	301	6.57e-182	1402
WP_127029521.1	nifH_T1	NZ_RYFG02000121.1_104	vnfH	100	293	0	0	1	293	1	293	5.95e-193	1481
WP_127052226.1	nifH_T2	CAIVAU010000061.1_60	vnfH	91	302	24	1	1	299	1	302	8.99e-182	1401
WP_127058535.1	nifH_T3	FR892828.1_9	nflH	68	270	84	2	1	270	1	268	7.6e-120	952
WP_127067795.1	nifH_T2	JAEWDM010000040.1_232	vnfH	82	285	49	1	1	285	1	284	5.98e-157	1218
WP_127086675.1	nifH_T2	JAHHHH010000012.1_74	vnfH	86	326	44	1	1	324	1	326	6.71e-186	1435
WP_127191914.1	nifH_T1	NZ_CP009288.1_4446	vnfH	83	294	47	2	1	290	1	294	3.77e-162	1257
WP_127477635.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	91	293	26	0	1	293	1	293	1.31e-175	1355
WP_127856387.1	nifH_T1	CAINOE010000073.1_13	vnfH	90	299	28	1	1	296	1	299	5.85e-175	1351
WP_128214358.1	nifH_T1	NZ_JAIZZK010000011.1_66	vnfH	90	273	27	0	1	273	1	273	5.52e-163	1260
WP_128466942.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	81	295	51	2	1	289	1	295	4.88e-154	1198
WP_128505621.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	73	274	72	2	1	273	1	273	7.42e-137	1070
WP_128693519.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	88	275	31	1	1	273	1	275	4.49e-160	1239
WP_128743290.1	nifH_T3	JAEWDM010000040.1_232	vnfH	79	285	57	2	1	282	1	284	2.4e-151	1177
WP_128929930.1	nifH_T2	PLZT01000187.1_7	vnfH	87	297	36	1	1	294	1	297	5.62e-172	1329
WP_129125540.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	46	1	1	289	1	293	4.91e-162	1256
WP_129367913.1	nifH_T1	DNPP01000068.1_28	vnfH	85	274	42	0	1	274	1	274	1.24e-156	1214
WP_129607798.1	nifH_T1	CAJATU010000063.1_25	vnfH	92	299	23	2	1	298	1	298	5.32e-181	1395
WP_129630020.1	nifH_T1	NZ_BAEV01000114.1_9	vnfH	68	273	87	1	1	273	1	272	1.22e-124	981
WP_129963971.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	88	293	34	1	1	293	1	291	3.17e-171	1323
WP_131007156.1	nifH_T3	NZ_BFAX01000003.1_100	nflH	100	282	0	0	1	282	1	282	2.95e-186	1437
WP_131183834.1	nifH_T1	NC_021149.1_128	vnfH	92	297	18	1	1	297	1	290	7.38e-180	1386
WP_131307352.1	nifH_T2	PQAS01000057.1_90	nflH	59	320	113	4	1	319	1	304	4.83e-116	931
WP_131309303.1	nifH_T1	CAIZGR010000378.1_10	vnfH	95	299	14	1	1	299	1	298	3.22e-186	1433
WP_131354007.1	nifH_T1	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	5.54e-155	1202
WP_131704940.1	nifH_T1	CAJATU010000063.1_25	vnfH	88	299	33	2	1	298	1	298	4.3e-171	1323
WP_131747198.1	nifH_T1	JABXKQ010000108.1_29	vnfH	78	297	58	3	1	289	1	297	1.02e-150	1174
WP_131911476.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	89	290	33	0	1	290	1	290	1.64e-172	1332
WP_131918756.1	nifH_T3	JAEZKS010000250.1_8	nflH	61	317	96	2	1	291	1	316	2.68e-125	997
WP_132015164.1	nifH_T1	DNPP01000068.1_28	vnfH	88	274	32	0	1	274	1	274	9.46e-165	1273
WP_132029300.1	nifH_T2	PQAN01000100.1_14	vnfH	89	296	29	2	1	296	1	292	9.31e-175	1349
WP_132078867.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	89	275	31	0	1	275	1	275	5.29e-165	1275
WP_132250896.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	83	273	46	1	1	272	1	273	8.13e-153	1186
WP_132282749.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	82	273	48	1	1	272	1	273	2.43e-150	1168
WP_132380231.1	nifH_T1	DBTU01000011.1_44	vnfH	87	272	35	0	1	272	1	272	7.66e-160	1237
WP_132434461.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	1.28e-149	1163
WP_132461202.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	89	294	30	1	1	294	1	291	4.19e-174	1344
WP_132542189.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	90	291	28	0	1	291	1	291	2.23e-175	1353
WP_132550252.1	nifH_T2	NZ_MZGX01000024.1_42	vnfH	85	273	40	0	1	273	1	273	1.92e-158	1227
WP_132569967.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	91	293	25	1	1	293	1	291	6.63e-176	1357
WP_132602882.1	nifH_T1	NZ_CP022253.1_2290	vnfH	85	294	43	1	1	294	1	293	1.4e-168	1304
WP_132694348.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	89	291	31	0	1	291	1	291	8.62e-176	1356
WP_132780810.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	6.23e-149	1158
WP_132811645.1	nifH_T1	NZ_CP046052.1_70	vnfH	72	304	66	7	1	298	1	292	3.12e-136	1069
WP_132847953.1	nifH_T1	JAEWSD010000176.1_20	vnfH	82	273	49	1	1	272	1	273	1.29e-150	1170
WP_132872172.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	80	293	55	1	1	289	1	293	5.07e-155	1205
WP_132921731.1	nifH_T1	DIDB01000228.1_21	vnfH	86	294	39	1	1	294	1	293	1.81e-171	1325
WP_132951047.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	91	291	26	0	1	291	1	291	2.64e-177	1367
WP_133513956.1	nifH_T1	JAEWSD010000176.1_20	vnfH	77	275	62	1	1	275	1	273	1.71e-145	1133
WP_133822387.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	87	291	36	1	1	291	1	290	1.96e-170	1317
WP_133865881.1	nifH_T1	PQAN01000100.1_14	vnfH	90	296	26	2	1	296	1	292	4.94e-175	1351
WP_134076875.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	89	291	31	0	1	291	1	291	9.99e-174	1341
WP_134181405.1	nifH_T1	CAJATU010000063.1_25	vnfH	90	299	30	1	1	299	1	298	9.27e-176	1357
WP_134185339.1	nifH_T2	PQAS01000057.1_90	nflH	62	306	98	3	1	289	1	304	1.76e-117	939
WP_134219996.1	nifH_T1	NZ_AP018449.1_2668	vnfH	94	284	17	0	1	284	1	284	5.17e-178	1371
WP_134440415.1	nifH_T1	PLZT01000187.1_7	vnfH	83	297	50	0	1	297	1	297	3.66e-166	1287
WP_134489490.1	nifH_T1	PQAN01000100.1_14	vnfH	92	294	22	1	1	294	1	292	1.85e-179	1383
WP_135282082.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	90	293	27	2	1	292	1	291	7.48e-174	1342
WP_135389373.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	77	274	62	2	1	273	1	273	9.64e-140	1091
WP_135441479.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	87	304	29	1	1	304	1	293	3.56e-172	1331
WP_135545952.1	nifH_T1	PQAS01000057.1_90	nflH	60	307	101	3	1	287	1	304	1.74e-114	917
WP_136063801.1	nifH_T1	DNPP01000068.1_28	vnfH	78	274	61	0	1	274	1	274	1.57e-144	1126
WP_136387018.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	98	295	5	1	1	294	1	295	3.35e-189	1454
WP_136399551.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	89	273	31	0	1	273	1	273	1.96e-162	1256
WP_136494411.1	nifH_T1	PLZT01000187.1_7	vnfH	95	297	14	0	1	297	1	297	4.82e-188	1446
WP_136494585.1	nifH_T2	NZ_CP046052.1_70	vnfH	99	294	0	1	1	294	1	292	5.05e-191	1467
WP_136510678.1	nifH_T1	CAINOE010000073.1_13	vnfH	90	299	28	1	1	297	1	299	7.12e-177	1365
WP_136525263.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	47	1	1	289	1	293	1.74e-161	1252
WP_136692414.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	89	292	29	2	1	291	1	291	6.28e-176	1357
WP_136795459.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	92	275	22	0	1	275	1	275	5.88e-170	1311
WP_136809375.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	276	25	1	1	276	1	275	2.29e-166	1285
WP_136815016.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	90	276	27	1	1	276	1	275	1.11e-165	1280
WP_136872859.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	276	25	1	1	276	1	275	1.21e-166	1287
WP_136992389.1	nifH_T1	DIDB01000228.1_21	vnfH	86	293	42	0	1	293	1	293	5.75e-170	1314
WP_137042962.1	nifH_T1	PLZT01000187.1_7	vnfH	89	297	31	1	1	296	1	297	7.03e-174	1343
WP_137043015.1	nifH_T2	PLZT01000187.1_7	vnfH	89	297	32	1	1	296	1	297	9.65e-174	1342
WP_137696164.1	nifH_T2	JAEWDM010000040.1_232	vnfH	84	287	42	1	1	287	1	284	4.34e-160	1241
WP_137696171.1	nifH_T2	JAEZKS010000250.1_8	nflH	64	317	87	4	1	291	1	316	1.79e-124	991
WP_137697275.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	92	273	22	0	1	273	1	273	1.73e-168	1300
WP_137713594.1	nifH_T1	DIDB01000228.1_21	vnfH	88	294	35	1	1	294	1	293	2.15e-173	1339
WP_138149724.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	90	294	29	1	1	294	1	293	2.15e-173	1339
WP_138151958.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	72	305	68	5	1	302	1	291	3.39e-136	1069
WP_138399612.1	nifH_T2	NZ_AJTV01000023.1_11	vnfH	92	292	22	1	1	292	1	291	6.45e-176	1357
WP_138400501.1	nifH_T1	PLZT01000187.1_7	vnfH	91	297	23	1	1	293	1	297	5.24e-179	1380
WP_138497161.1	nifH_T1	NZ_JAECZA010000084.1_3	vnfH	97	297	9	0	1	297	1	297	2.4e-191	1470
WP_138500879.1	nifH_T2	NZ_JABXYX010000032.1_33	vnfH	87	323	39	2	1	322	1	322	8.61e-187	1441
WP_138531955.1	nifH_T1	DNPP01000068.1_28	vnfH	78	274	60	0	1	274	1	274	9.06e-146	1135
WP_139448258.1	nifH_T1	DBMP01000029.1_90	vnfH	80	274	54	0	1	274	1	274	4.54e-149	1159
WP_139557892.1	nifH_T1	PLZT01000187.1_7	vnfH	89	297	28	1	1	293	1	297	2.16e-176	1361
WP_141016774.1	nifH_T1	JAFEDJ010000039.1_33	vnfH	89	298	29	2	1	297	1	295	1.3e-173	1341
WP_141150239.1	nifH_T1	CAJATU010000063.1_25	vnfH	90	298	26	1	1	294	1	298	1.92e-174	1347
WP_141376974.1	nifH_T1	CAIZGR010000378.1_10	vnfH	91	298	25	1	1	297	1	298	1.34e-180	1392
WP_141900361.1	nifH_T1	NZ_AONC01000029.1_94	vnfH	91	293	26	0	1	293	1	293	4.76e-179	1380
WP_141934356.1	nifH_T2	PLZT01000187.1_7	vnfH	89	297	33	1	1	296	1	297	3.73e-174	1345
WP_142524257.1	nifH_T2	JAKAVW010000005.1_23	vnfH	86	295	37	2	1	295	1	290	7.13e-169	1306
WP_142847681.1	nifH_T1	JAKAVW010000005.1_23	vnfH	91	291	26	1	1	291	1	290	4.1e-175	1351
WP_142883621.1	nifH_T1	JACRJB010000068.1_113	vnfH	94	298	16	2	1	298	1	296	2.13e-182	1405
WP_143316668.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	90	273	26	0	1	273	1	273	1.84e-165	1278
WP_143319437.1	nifH_T2	JAEWDM010000040.1_232	vnfH	83	284	47	1	1	282	1	284	8.98e-159	1231
WP_143319656.1	nifH_T1	DBTU01000011.1_44	vnfH	86	272	39	0	1	272	1	272	2.29e-157	1219
WP_144234097.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	49	0	1	274	1	274	9.58e-154	1193
WP_144303318.1	nifH_T1	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	1.04e-154	1200
WP_144349027.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	319	93	3	1	291	1	316	1.3e-124	992
WP_144414736.1	nifH_T1	NC_021182.1_3330	vnfH	77	284	52	1	1	284	1	272	1.24e-146	1142
WP_144570098.1	nifH_T1	DIDB01000228.1_21	vnfH	95	293	16	0	1	293	1	293	1.49e-184	1420
WP_144571912.1	nifH_T2	NZ_VLKG01000008.1_8	vnfH	100	290	0	0	1	290	1	290	4.68e-192	1474
WP_144685763.1	nifH_T1	DBMP01000029.1_90	vnfH	81	274	53	0	1	274	1	274	6.23e-149	1158
WP_144734329.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	91	294	23	1	1	294	1	291	2.09e-177	1368
WP_144863334.1	nifH_T1	NZ_CP040272.1_833	vnfH	79	295	55	3	1	289	1	293	1.75e-150	1172
WP_145023570.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	50	1	1	289	1	293	1.07e-159	1239
WP_145096946.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	317	94	3	1	291	1	316	2.68e-125	997
WP_145734529.1	nifH_T1	PLZT01000187.1_7	vnfH	89	297	29	1	1	294	1	297	1.08e-175	1356
WP_145749440.1	nifH_T1	PLZT01000187.1_7	vnfH	89	297	31	1	1	294	1	297	1.25e-173	1341
WP_145980786.1	nifH_T1	JANQAI010000011.1_1003	vnfH	96	297	9	1	1	297	1	295	5e-189	1453
WP_146294449.1	nifH_T1	JAHHHC010000005.1_41	vnfH	76	298	63	3	1	292	1	296	6.08e-148	1154
WP_146524358.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	82	277	48	1	1	277	1	275	1.46e-153	1192
WP_146597899.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	82	277	47	1	1	277	1	275	9.77e-153	1186
WP_147164558.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	100	291	0	0	1	291	1	291	2.62e-192	1476
WP_147164651.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	101	3	1	291	1	316	4.82e-121	966
WP_147711946.1	nifH_T1	DIDB01000228.1_21	vnfH	88	293	35	1	1	292	1	293	2.73e-169	1309
WP_147820735.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	92	275	23	0	1	275	1	275	7.42e-169	1303
WP_148120483.1	nifH_T2	NZ_CP022242.1_655	nflH	100	276	0	0	1	276	1	276	4.35e-183	1413
WP_148137413.1	nifH_T3	JAEZKS010000250.1_8	nflH	60	320	95	3	1	292	1	316	1.92e-121	969
WP_148207338.1	nifH_T1	NZ_JAAIYP010000011.1_68	vnfH	98	297	4	1	1	297	1	295	5.08e-193	1482
WP_148450257.1	nifH_T1	NZ_CP011114.1_3785	vnfH	85	296	38	3	1	290	1	295	1.29e-164	1275
WP_148566548.1	nifH_T2	NC_009706.1_1010	vnfH	67	276	85	3	1	274	1	272	1.81e-121	958
WP_148602245.1	nifH_T2	JAEWDM010000040.1_232	vnfH	80	285	55	1	1	285	1	284	2.45e-154	1199
WP_148605226.1	nifH_T1	NZ_JAIZZK010000011.1_66	vnfH	86	273	38	0	1	273	1	273	4.55e-157	1217
WP_148759939.1	nifH_T2	JAHHHH010000012.1_74	vnfH	88	326	36	2	1	324	1	326	1.63e-188	1454
WP_149171387.1	nifH_T3	JAEWDM010000040.1_232	vnfH	86	285	40	1	1	285	1	284	5.3e-163	1262
WP_149209810.1	nifH_T2	PMCK01000495.1_5	vnfH	78	293	59	1	1	289	1	293	7.59e-156	1211
WP_149306149.1	nifH_T2	PMCK01000495.1_5	vnfH	81	293	51	1	1	287	1	293	3.03e-157	1221
WP_149307474.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	45	1	1	288	1	293	6.56e-162	1255
WP_149567846.1	nifH_T1	DNPP01000068.1_28	vnfH	84	274	43	1	1	272	1	274	1.57e-152	1184
WP_149677393.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	319	97	4	1	292	1	316	1.53e-122	977
WP_149679280.1	nifH_T1	JAEWSD010000176.1_20	vnfH	86	273	38	0	1	273	1	273	2.63e-158	1226
WP_149733969.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	319	97	4	1	291	1	316	1.49e-122	977
WP_150038942.1	nifH_T2	NZ_OW485601.1_267	vnfH	100	296	0	0	1	296	1	296	5.99e-195	1496
WP_150039377.1	nifH_T1	NZ_OW485601.1_267	vnfH	98	298	4	1	1	298	1	296	3.04e-190	1462
WP_150047212.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	90	290	29	0	1	290	1	290	2.91e-175	1352
WP_150060742.1	nifH_T1	CAJATU010000063.1_25	vnfH	88	298	33	1	1	294	1	298	3.62e-174	1345
WP_150097122.1	nifH_T1	CAJATU010000063.1_25	vnfH	92	298	25	0	1	298	1	298	1.5e-181	1399
WP_150267917.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	317	94	3	1	292	1	316	7.78e-126	1001
WP_150355458.1	nifH_T1	NZ_BAEV01000114.1_9	vnfH	86	272	39	0	1	272	1	272	1.67e-157	1220
WP_150355613.1	nifH_T2	NZ_PVXP01000020.1_32	vnfH	95	279	13	1	1	279	1	278	4.52e-176	1356
WP_150357052.1	nifH_T2	NC_009706.1_1010	vnfH	89	272	31	0	1	272	1	272	4.82e-162	1253
WP_150437455.1	nifH_T1	DIDB01000228.1_21	vnfH	85	293	43	0	1	293	1	293	7.89e-170	1313
WP_150458970.1	nifH_T1	NZ_CP011114.1_3785	vnfH	92	295	21	1	1	292	1	295	1.49e-180	1391
WP_151046811.1	nifH_T1	CAJATU010000063.1_25	vnfH	86	298	41	0	1	298	1	298	3.63e-169	1309
WP_151053121.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	87	293	37	1	1	291	1	293	1.41e-169	1311
WP_151145190.1	nifH_T1	JAEWSD010000176.1_20	vnfH	92	273	21	0	1	273	1	273	3.55e-169	1305
WP_151155372.1	nifH_T1	PMCK01000495.1_5	vnfH	84	293	42	1	1	288	1	293	3.01e-164	1272
WP_151157887.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	319	89	4	1	291	1	316	1.87e-121	969
WP_151619544.1	nifH_T1	NZ_AP018449.1_2668	vnfH	88	284	35	0	1	284	1	284	5.28e-167	1291
WP_152306750.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	72	305	67	5	1	302	1	291	9.56e-137	1073
WP_152512882.1	nifH_T1	DNPP01000068.1_28	vnfH	75	299	50	1	1	299	1	274	3.18e-148	1155
WP_152806402.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	82	273	47	1	1	272	1	273	2.89e-152	1182
WP_152972075.1	nifH_T1	DNPP01000068.1_28	vnfH	80	292	41	1	1	292	1	274	1.05e-152	1187
WP_153108757.1	nifH_T1	JAGTRU010000002.1_131	vnfH	91	297	24	1	1	297	1	294	1.29e-177	1370
WP_153117593.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	93	298	17	2	1	298	1	295	6.79e-181	1394
WP_153150728.1	nifH_T1	JAGTRU010000002.1_131	vnfH	90	298	26	1	1	298	1	294	6.49e-177	1365
WP_153163571.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	92	299	21	1	1	299	1	295	3.94e-178	1374
WP_153206162.1	nifH_T1	PLZT01000187.1_7	vnfH	88	297	33	1	1	294	1	297	5.28e-175	1351
WP_153248011.1	nifH_T1	NZ_CP044205.1_988	vnfH	100	295	0	0	1	295	1	295	5.68e-195	1496
WP_153345975.1	nifH_T1	CAIZGR010000378.1_10	vnfH	86	298	37	1	1	294	1	298	5.75e-172	1329
WP_153472808.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	93	296	20	1	1	296	1	295	1.11e-179	1385
WP_153725702.1	nifH_T1	NZ_AP018449.1_2668	vnfH	86	284	41	0	1	284	1	284	1.15e-164	1274
WP_153975375.1	nifH_T1	JAFEDJ010000039.1_33	vnfH	89	296	29	3	1	293	1	295	6.57e-171	1321
WP_154121640.1	nifH_T1	NZ_CP009288.1_4446	vnfH	83	294	43	2	1	288	1	294	7.32e-163	1262
WP_154809701.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	78	274	59	2	1	273	1	273	2.8e-144	1124
WP_155304577.1	nifH_T1	DNPP01000068.1_28	vnfH	85	274	42	0	1	274	1	274	4.04e-155	1203
WP_155313022.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	83	275	47	1	1	274	1	275	7.58e-151	1172
WP_155318950.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	49	0	1	274	1	274	1.52e-151	1177
WP_155450427.1	nifH_T1	NZ_SMAO01000007.1_113	vnfH	98	293	6	0	1	293	1	293	1.3e-190	1464
WP_155476315.1	nifH_T1	NZ_AP018449.1_2668	vnfH	86	284	41	0	1	284	1	284	1.45e-163	1266
WP_155749529.1	nifH_T1	JAHHHC010000005.1_41	vnfH	84	298	44	2	1	297	1	296	7.79e-164	1270
WP_155839468.1	nifH_T3	JAEWDM010000040.1_232	vnfH	79	301	45	2	1	299	1	284	6.77e-154	1197
WP_155877262.1	nifH_T1	PMCK01000495.1_5	vnfH	80	298	50	2	1	292	1	293	2.92e-155	1207
WP_156801930.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	76	303	43	2	1	300	1	275	1.29e-148	1158
WP_156947291.1	nifH_T3	JAEWDM010000040.1_232	vnfH	80	291	51	3	1	291	1	284	1.37e-149	1165
WP_157203190.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	86	284	30	2	1	282	1	275	4.85e-158	1225
WP_158046206.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	91	303	24	2	1	302	1	301	1.11e-179	1386
WP_158739975.1	nifH_T3	JAEWDM010000040.1_232	vnfH	80	285	55	2	1	284	1	284	2.13e-149	1163
WP_159522609.1	nifH_T1	DNPP01000068.1_28	vnfH	78	274	59	0	1	274	1	274	1.86e-146	1140
WP_159682674.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	91	295	26	0	1	295	1	295	4.46e-177	1366
WP_159790776.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	79	276	58	1	1	276	1	275	6e-144	1122
WP_160361408.1	nifH_T2	NZ_AUUU01000066.1_15	vnfH	84	278	39	2	1	277	1	273	1.11e-154	1200
WP_160635874.1	nifH_T3	DBTU01000011.1_44	vnfH	68	273	85	1	1	273	1	272	5.18e-126	991
WP_160684443.1	nifH_T1	JAJXWH010000032.1_49	vnfH	94	273	16	0	1	273	1	273	1.18e-171	1323
WP_160691093.1	nifH_T2	JAEWDM010000040.1_232	vnfH	83	284	46	1	1	283	1	284	2.76e-156	1213
WP_160712288.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	89	276	28	1	1	276	1	275	9.41e-164	1266
WP_160960116.1	nifH_T1	DNPP01000068.1_28	vnfH	75	292	54	1	1	292	1	274	6.23e-147	1145
WP_160965928.1	nifH_T1	NC_021149.1_128	vnfH	92	292	21	1	1	292	1	290	4.99e-177	1365
WP_161154327.1	nifH_T1	NC_021149.1_128	vnfH	87	292	35	1	1	292	1	290	5.67e-171	1321
WP_161260455.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	320	91	3	1	292	1	316	1.34e-124	992
WP_162027129.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	85	276	41	1	1	276	1	275	8.96e-156	1208
WP_162365673.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	86	294	36	1	1	294	1	290	4.75e-172	1329
WP_162369224.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	84	273	44	1	1	272	1	273	6.45e-154	1194
WP_163097655.1	nifH_T1	JAKAVW010000005.1_23	vnfH	90	296	24	2	1	296	1	290	4.33e-174	1344
WP_163294721.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	275	26	0	1	275	1	275	1.62e-166	1286
WP_163302649.1	nifH_T1	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	1.14e-155	1207
WP_163326142.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	49	0	1	274	1	274	2.86e-151	1175
WP_163337470.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	92	275	21	0	1	275	1	275	3.94e-169	1305
WP_163345091.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	48	0	1	274	1	274	1.21e-152	1185
WP_163547956.1	nifH_T1	NZ_JACJRU010000003.1_292	vnfH	77	296	58	3	1	287	1	296	2.44e-150	1171
WP_163552642.1	nifH_T1	NZ_JACJRQ010000032.1_53	vnfH	76	297	61	3	1	287	1	297	2.1e-148	1157
WP_163675331.1	nifH_T2	NZ_JAAIYP010000011.1_68	vnfH	96	295	11	1	1	294	1	295	7.33e-187	1437
WP_163716912.1	nifH_T1	DNPP01000068.1_28	vnfH	78	274	59	0	1	274	1	274	4.81e-146	1137
WP_164648052.1	nifH_T1	DIDB01000228.1_21	vnfH	88	293	35	0	1	293	1	293	3.93e-173	1337
WP_165049031.1	nifH_T1	PLZT01000187.1_7	vnfH	91	297	23	2	1	293	1	297	4.43e-177	1366
WP_165227768.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	86	299	35	2	1	299	1	293	6.23e-169	1307
WP_165990894.1	nifH_T1	CAINOE010000073.1_13	vnfH	90	299	31	0	1	299	1	299	4.35e-178	1374
WP_166031481.1	nifH_T1	DNPP01000068.1_28	vnfH	85	274	42	0	1	274	1	274	4.79e-157	1217
WP_166271360.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	90	300	25	1	1	300	1	295	1.22e-175	1356
WP_166937026.1	nifH_T1	DBUB01000010.1_153	vnfH	90	292	30	0	1	292	1	292	4.15e-178	1373
WP_167083296.1	nifH_T1	DBTZ01000062.1_3	vnfH	89	293	30	1	1	292	1	293	1.75e-175	1354
WP_167166535.1	nifH_T1	DBMP01000029.1_90	vnfH	79	275	56	1	1	275	1	274	1.61e-144	1126
WP_167166709.1	nifH_T2	NZ_JAFFQA010000017.1_82	vnfH	76	276	64	2	1	274	1	275	9.52e-139	1084
WP_167410750.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	89	291	30	1	1	291	1	290	1.55e-171	1325
WP_167619441.1	nifH_T1	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	6.98e-154	1194
WP_167723396.1	nifH_T2	AP018233.1_3456	vnfH	100	297	1	0	1	297	1	297	9.41e-196	1502
WP_168503533.1	nifH_T1	NZ_CP040272.1_833	vnfH	92	293	19	1	1	289	1	293	1.51e-178	1376
WP_168890680.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	92	276	20	1	1	276	1	275	8.3e-170	1310
WP_169115505.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	87	293	33	2	1	291	1	291	1.84e-169	1310
WP_169130728.1	nifH_T1	JAKAVW010000005.1_23	vnfH	90	290	27	1	1	289	1	290	5.8e-176	1357
WP_169139560.1	nifH_T1	NZ_CP064782.1_76	vnfH	89	291	30	1	1	290	1	291	2.52e-173	1338
