	GenomeID	NCBI_TaxID	GTDB_Tax	NCBI_Tax	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
57	GB_GCA_903937835.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903937835	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAJAAV010000003.1_10	CAJAAV010000278.1_13	CAJAAV010000278.1_14									CAJAAV010000136.1_4	CAJAAV010000136.1_6	CAJAAV010000136.1_5
58	RS_GCF_017875395.1	2188	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus voltae_C	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus voltae	NZ_JAGGMO010000002.1_235	NZ_JAGGMO010000006.1_11	NZ_JAGGMO010000006.1_12							NZ_JAGGMO010000003.1_39	NZ_JAGGMO010000006.1_28			
59	RS_GCF_007904085.1	522448	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Rubidibacteraceae;g__Halothece;s__Halothece natronophila	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Chroococcales;f__Aphanothecaceae;x__Halothece cluster;g__Euhalothece;s__Euhalothece natronophila;x__Euhalothece natronophila Z-M001	NZ_CP042330.1_16	NZ_CP042326.1_424	NZ_CP042326.1_425									NZ_CP042326.1_2641	NZ_CP042326.1_2642	NZ_CP042326.1_2449
60	GB_GCA_903928225.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903928225	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIYPU010000089.1_22	CAIYPU010000037.1_7	CAIYPU010000010.1_1									CAIYPU010000139.1_3	CAIYPU010000039.1_1	CAIYPU010000139.1_4
61	GB_GCA_018903255.1	1879010	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium sp018903255	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__unclassified Firmicutes sensu stricto;s__Firmicutes bacterium	JAHIQT010000132.1_6	JAHIQT010000088.1_3	JAHIQT010000088.1_2											
62	GB_GCA_903929135.1	904064	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp903929135	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;x__environmental samples;s__uncultured Chlorobiales bacterium	CAIYTH010000013.1_146	CAIYTH010000014.1_115	CAIYTH010000014.1_114									CAIYTH010000013.1_21	CAIYTH010000013.1_23	CAIYTH010000013.1_22
63	RS_GCF_000204415.1	1674801	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;x__unclassified Methanosarcinales;s__Methanosarcinales archaeon Methan_04	NC_015416.1_1869	NC_015416.1_541	NC_015416.1_542							NC_015416.1_1681	NC_015416.1_538			
64	GB_GCA_002449335.1	1947574	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp002449335	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinatimonas;x__unclassified Succinatimonas;s__Succinatimonas sp. UBA6849	DKDL01000067.1_3	DKDL01000108.1_19	DKDL01000108.1_20											
65	RS_GCF_900143205.1	1121132	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei;x__Butyrivibrio hungatei DSM 14810	NZ_FRDH01000009.1_63	NZ_FRDH01000004.1_114	NZ_FRDH01000004.1_113											
66	GB_GCA_013334925.1	2067991	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp013334925	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXWP010000014.1_37	JAAXWP010000005.1_23	JAAXWP010000005.1_22				JAAXWP010000011.1_19	JAAXWP010000011.1_16	JAAXWP010000011.1_21			JAAXWP010000001.1_157	JAAXWP010000001.1_159	JAAXWP010000001.1_158
67	GB_GCA_013334565.1	2067991	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp013334565	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXXI010000024.1_5	JAAXXI010000006.1_49	JAAXXI010000006.1_50									JAAXXI010000038.1_10	JAAXXI010000038.1_8	JAAXXI010000038.1_9
68	GB_GCA_013334655.1	2053530	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp013334655	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;x__unclassified Chlorobaculum;s__Chlorobaculum sp.	JAAXXD010000098.1_3	JAAXXD010000039.1_18	JAAXXD010000039.1_19									JAAXXD010000043.1_3	JAAXXD010000043.1_1	JAAXXD010000043.1_2
69	GB_GCA_903869365.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903869365	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIPYV010000084.1_8	CAIPYV010000127.1_36	CAIPYV010000127.1_37									CAIPYV010000135.1_27	CAIPYV010000135.1_29	CAIPYV010000135.1_28
70	GB_GCA_903866255.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903866255	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIPMW010000045.1_22	CAIPMW010000065.1_7	CAIPMW010000065.1_6									CAIPMW010000080.1_11	CAIPMW010000080.1_9	CAIPMW010000080.1_10
71	GB_GCA_005843825.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp005843825	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	SZXX01000011.1_6	SZXX01000015.1_82	SZXX01000015.1_81									SZXX01000006.1_29	SZXX01000006.1_31	SZXX01000006.1_30
72	GB_GCA_903851535.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903851535	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAINOO010000017.1_3	CAINOO010000270.1_3	CAINOO010000270.1_4									CAINOO010000284.1_4	CAINOO010000284.1_2	CAINOO010000284.1_3
73	GB_GCA_903843305.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903843305	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium	CAIMPI010000016.1_185	CAIMPI010000015.1_138	CAIMPI010000015.1_139				CAIMPI010000031.1_90	CAIMPI010000031.1_87	CAIMPI010000031.1_92			CAIMPI010000016.1_95	CAIMPI010000016.1_97	CAIMPI010000016.1_96
74	GB_GCA_003157715.1	1883427	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__Bog-752 sp003157715	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;x__unclassified Actinomycetia;s__Actinobacteria bacterium	PMKK01000179.1_2	PMKK01000344.1_7	PMKK01000344.1_8											
75	GB_GCA_005843815.1	1095	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp005843815	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__Chlorobium/Pelodictyon group;g__Chlorobium;x__unclassified Chlorobium;s__Chlorobium sp.	SZYA01000015.1_4	SZYA01000046.1_58	SZYA01000008.1_13									SZYA01000008.1_6	SZYA01000008.1_8	SZYA01000008.1_7
76	GB_GCA_013334865.1	2067991	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp013334865	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXWS010000015.1_10	JAAXWS010000004.1_87	JAAXWS010000004.1_86									JAAXWS010000017.1_36	JAAXWS010000017.1_34	JAAXWS010000017.1_35
77	GB_GCA_015233585.1	1913988	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__JADFXL01;s__JADFXL01 sp015233585	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;x__unclassified Alphaproteobacteria;s__Alphaproteobacteria bacterium	JADFXL010000015.1_20	JADFXL010000288.1_2	JADFXL010000288.1_3											
78	RS_GCF_000294655.1	1150626	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum molischianum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum molischianum;x__Magnetospirillum molischianum DSM 120	NZ_CAHP01000021.1_158	NZ_CAHP01000023.1_51	NZ_CAHP01000023.1_52				NZ_CAHP01000020.1_251	NZ_CAHP01000020.1_252	NZ_CAHP01000020.1_249			NZ_CAHP01000001.1_26	NZ_CAHP01000001.1_29	NZ_CAHP01000001.1_27
79	GB_GCA_017442845.1	41978	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp017442845	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;x__unclassified Ruminococcus;s__Ruminococcus sp.	JAFRYW010000084.1_12	JAFRYW010000184.1_7	JAFRYW010000184.1_8											
80	RS_GCF_000020525.1	517418	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chloroherpeton;s__Chloroherpeton thalassium;x__Chloroherpeton thalassium ATCC 35110	NC_011026.1_2733	NC_011026.1_1061	NC_011026.1_1060				NC_011026.1_1872	NC_011026.1_1869	NC_011026.1_1874			NC_011026.1_1405	NC_011026.1_1403	NC_011026.1_1404
81	GB_GCA_013334755.1	2067991	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp013334755	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXWX010000051.1_8	JAAXWX010000028.1_8	JAAXWX010000028.1_7									JAAXWX010000026.1_6	JAAXWX010000026.1_4	JAAXWX010000026.1_5
82	GB_GCA_903941095.1	352351	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp903941095	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;x__environmental samples;s__uncultured Rhodospirillaceae bacterium	CAJANN010000366.1_46	CAJANN010000168.1_4	CAJANN010000168.1_3											
83	RS_GCF_013340305.1	415242	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__Halodesulfovibrio psychrotolerans	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio psychrotolerans	NZ_BLVP01000043.1_54	NZ_BLVP01000002.1_189	NZ_BLVP01000002.1_190											
84	GB_GCA_013334435.1	2067991	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp013334435	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__unclassified Chlorobiaceae;s__Chlorobiaceae bacterium	JAAXXP010000029.1_2	JAAXXP010000043.1_6	JAAXXP010000043.1_7									JAAXXP010000013.1_27	JAAXXP010000013.1_25	JAAXXP010000013.1_26
85	GB_GCA_902783605.1	297314	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902783605	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	CACZRU010000284.1_4	CACZRU010000111.1_7	CACZRU010000111.1_8											
86	GB_GCA_003599855.1	2093372	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__BMS3ABIN01;f__BMS3ABIN01;g__SURF-19;s__SURF-19 sp003599855	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;x__unclassified Gaiellales;s__Gaiellales bacterium	QZKG01000029.1_9	QZKG01000006.1_36	QZKG01000006.1_35											
87	GB_GCA_003455595.1	1891241	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__Sulfuriferula;s__Sulfuriferula sp003455595	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__unclassified Betaproteobacteria;s__Betaproteobacteria bacterium	DMQT01000044.1_3	DMQT01000064.1_1	DMQT01000064.1_2											
88	GB_GCA_903881545.1	699876	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__UBA9628;s__UBA9628 sp903881545	d__Bacteria;p__Elusimicrobia;c__Elusimicrobia;x__environmental samples;s__uncultured Elusimicrobia bacterium	CAIRTQ010000154.1_19	CAIRTQ010000098.1_4	CAIRTQ010000098.1_11											
89	RS_GCF_000183525.2	633697	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bilifractor;s__Bilifractor cellulosolvens	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] cellulosolvens;x__[Eubacterium] cellulosolvens 6	NZ_CM001487.1_1386	NZ_CM001487.1_2397	NZ_CM001487.1_2396											
90	RS_GCF_000315545.1	999423	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda sp000315545	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;x__unclassified Selenomonas;s__Selenomonas sp. F0473	NZ_JH992902.1_1197	NZ_JH992902.1_835	NZ_JH992902.1_834											
91	GB_GCA_007693535.1	2049432	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Halochromatium;s__Halochromatium sp007693535	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;x__unclassified Chromatiaceae;s__Chromatiaceae bacterium	REDK01000111.1_49	REDK01000175.1_11	REDK01000175.1_10									REDK01000106.1_35	REDK01000106.1_38	REDK01000106.1_36
92	GB_GCA_016209155.1	2282144	d__Bacteria;p__JACRDZ01;c__JACRDZ01;o__JACRDZ01;f__JACRDZ01;g__JACQWU01;s__JACQWU01 sp016209155	d__Bacteria;x__Bacteria incertae sedis;x__Bacteria candidate phyla;p__Candidatus Desantisbacteria;s__Candidatus Desantisbacteria bacterium	JACQWU010000226.1_7	JACQWU010000204.1_7	JACQWU010000204.1_8											
93	RS_GCF_900142025.1	1121432	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfovirgulaceae;g__Desulfofundulus;s__Desulfofundulus thermosubterraneus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulfofundulus;s__Desulfofundulus thermosubterraneus;x__Desulfofundulus thermosubterraneus DSM 16057	NZ_FQZM01000009.1_13	NZ_FQZM01000006.1_10	NZ_FQZM01000006.1_11											
94	GB_GCA_003519965.1	1891241	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UBA9220;g__UBA9220;s__UBA9220 sp003519965	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__unclassified Betaproteobacteria;s__Betaproteobacteria bacterium	DOVS01000054.1_6	DOVS01000238.1_4	DOVS01000238.1_3											
95	GB_GCA_002398825.1	1947626	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU019;s__DTU019 sp002398825	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__Syntrophomonas;x__unclassified Syntrophomonas;s__Syntrophomonas sp. UBA4922	DHBS01000049.1_20	DHBS01000007.1_80	DHBS01000007.1_79											
96	RS_GCF_000442515.1	1316936	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum fulvum_B	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum fulvum;x__Magnetospirillum fulvum MGU-K5	NZ_AQPH01000122.1_3	NZ_AQPH01000002.1_93	NZ_AQPH01000002.1_94	NZ_AQPH01000008.1_69	NZ_AQPH01000002.1_92	NZ_AQPH01000008.1_67	NZ_AQPH01000081.1_14	NZ_AQPH01000081.1_15	NZ_AQPH01000081.1_12			NZ_AQPH01000002.1_15	NZ_AQPH01000002.1_12	NZ_AQPH01000002.1_14
97	GB_GCA_002350525.1	1952002	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp002350525	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium UBA2864	DEFA01000021.1_127	DEFA01000017.1_35	DEFA01000017.1_36											
98	RS_GCF_000469585.1	118005	d__Bacteria;p__Chrysiogenota;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Chrysiogenes;s__Chrysiogenes arsenatis	d__Bacteria;p__Chrysiogenetes;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Chrysiogenes;s__Chrysiogenes arsenatis;x__Chrysiogenes arsenatis DSM 11915	NZ_AWNK01000006.1_51	NZ_KI273144.1_224	NZ_KI273144.1_223											
99	GB_GCA_016212795.1	2030800	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__JACRDT01;s__JACRDT01 sp016212795	d__Bacteria;p__Elusimicrobia;x__unclassified Elusimicrobia;s__Elusimicrobia bacterium	JACRDT010000046.1_69	JACRDT010000021.1_48	JACRDT010000020.1_9											
100	RS_GCF_900100455.1	83401	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Roseospirillum;s__Roseospirillum parvum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Roseospirillum;s__Roseospirillum parvum	NZ_FNCV01000008.1_110	NZ_FNCV01000009.1_2	NZ_FNCV01000009.1_1									NZ_FNCV01000002.1_147	NZ_FNCV01000002.1_144	NZ_FNCV01000002.1_146
101	GB_GCA_903915955.1	1095	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903915955	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__Chlorobium/Pelodictyon group;g__Chlorobium;x__unclassified Chlorobium;s__Chlorobium sp.	CAIWUU010000186.1_13	CAIWUU010000156.1_9	CAIWUU010000156.1_8									CAIWUU010000121.1_35	CAIWUU010000121.1_37	CAIWUU010000121.1_36
102	RS_GCF_902729435.1	2681467	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp902729435	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;x__unclassified Magnetospirillum;s__Magnetospirillum sp. UT-4	NZ_CACVCG010000057.1_174	NZ_LR746525.1_45	NZ_LR746525.1_46											
103	GB_GCA_015222405.1	2026724	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__JADFVG01;s__JADFVG01 sp015222405	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;x__unclassified Chloroflexi;s__Chloroflexi bacterium	JADFVG010000081.1_10	JADFVG010000194.1_9	JADFVG010000194.1_8											
104	GB_GCA_013414705.1	2682137	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__SSA4;s__SSA4 sp013414705	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Defluviicoccus;x__unclassified Defluviicoccus;s__Defluviicoccus sp.	CP058705.1_3672	CP058705.1_3114	CP058705.1_3115											
105	GB_GCA_013139985.1	2056316	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__QENH01;s__QENH01 sp013139985	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanophagales;x__unclassified Methanophagales;s__Methanophagales archaeon	WSZT01000230.1_2	WSZT01000042.1_1	WSZT01000099.1_2							WSZT01000123.1_2	WSZT01000228.1_7			
106	GB_GCA_002298165.1	1961527	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SbD1;s__SbD1 sp002298165	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfarculales;x__unclassified Desulfarculales;s__Desulfarculales bacterium UBA702	DBMI01000071.1_27	DBMI01000028.1_138	DBMI01000028.1_139											
107	RS_GCF_900108475.1	1082	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum fulvum_A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum fulvum	NZ_FNWO01000002.1_119	NZ_FNWO01000006.1_230	NZ_FNWO01000006.1_231	NZ_FNWO01000012.1_9	NZ_FNWO01000006.1_229	NZ_FNWO01000012.1_11	NZ_FNWO01000003.1_260	NZ_FNWO01000003.1_259	NZ_FNWO01000003.1_262			NZ_FNWO01000005.1_228	NZ_FNWO01000005.1_225	NZ_FNWO01000005.1_227
